Year,College Code,College Desc,Major Code,Major Desc,Count
2021,HS,College of Health & Applied Science,ASC,Aviation and Aerospace Science,9
2021,HS,College of Health & Applied Science,ATP,Athletic Training,1
2021,HS,College of Health & Applied Science,BRWO,Brewery Operations,2
2021,HS,College of Health & Applied Science,CJC,Criminal Justice & Criminology,10
2021,HS,College of Health & Applied Science,CPM,Construction Project Mngmt,4
2021,HS,College of Health & Applied Science,CSME,Certificate-Engineering Mfg,1
2021,HS,College of Health & Applied Science,CTRC,Certificate-Travel Consultant,1
2021,HS,College of Health & Applied Science,CYB,Cybersecurity,5
2021,HS,College of Health & Applied Science,EET,Electrical Engineering Tech,2
2021,HS,College of Health & Applied Science,EJMP,Extended Journalism&Media Prod,1
2021,HS,College of Health & Applied Science,EVE,Environmental Engineering,1
2021,HS,College of Health & Applied Science,EXS,Exercise Science,10
2021,HS,College of Health & Applied Science,FERA,Fire & Emergency Response Adm,2
2021,HS,College of Health & Applied Science,HCIS,Health Care Information System,1
2021,HS,College of Health & Applied Science,HCM,Health Care Management,3
2021,HS,College of Health & Applied Science,HCPO,Health Care Professional Srvcs,1
2021,HS,College of Health & Applied Science,HCPS,Health Care Professional Srvcs,1
2021,HS,College of Health & Applied Science,HND,Human Nutrition - Dietetics,6
2021,HS,College of Health & Applied Science,HPS,Human Performance & Sport,1
2021,HS,College of Health & Applied Science,HSP,Human Services,3
2021,HS,College of Health & Applied Science,IDP,Individualized Degree Program,1
2021,HS,College of Health & Applied Science,IHC,Integrative Health Care,1
2021,LA,"College of Letters, Arts, & Sciences",JRN,Journalism,2
2021,HS,College of Health & Applied Science,LSM,Lifestyle Medicine,3
2021,HS,College of Health & Applied Science,MET,Mechanical Engineering Tech,10
2021,HS,College of Health & Applied Science,NUR,Nursing,1
2021,HS,College of Health & Applied Science,PNUT,Prep Master Hmn Nutr & Dietet,1
2021,HS,College of Health & Applied Science,PR,Public Relations,1
2021,HS,College of Health & Applied Science,RST,Restaurant Management,1
2021,HS,College of Health & Applied Science,SLHS,"Speech, Lang, Hearing Sciences",4
2021,HS,College of Health & Applied Science,SM,Sport Management,2
2021,HS,College of Health & Applied Science,SSE,Sustainable System Engineering,2
2021,HS,College of Health & Applied Science,SWK,Social Work,1
2021,HS,College of Health & Applied Science,UNN,Undeclared Nursing Interest,37
2021,HS,College of Health & Applied Science,UNSW,Undeclared Social Work,4
2021,HS,College of Health & Applied Science,VP,Video Production,1
2021,SH,School of Hospitality,BRWO,Brewery Operations,56
2021,SH,School of Hospitality,CBO,Certificate-Brewery Operations,1
2021,SH,School of Hospitality,CBPO,Craft Brewing & Pub Operations,9
2021,SH,School of Hospitality,CHM,Certificate-Hotel Management,1
2021,SH,School of Hospitality,EVTM,Event & Meeting Management,91
2021,SH,School of Hospitality,HLDR,Hospitality Leadership,60
2021,SH,School of Hospitality,HTE,"Hospitality, Tourism & Events",7
2021,SH,School of Hospitality,HTL,Hotel Management,30
2021,SH,School of Hospitality,IDP,Individualized Degree Program,3
2021,SH,School of Hospitality,RST,Restaurant Management,15
2021,SH,School of Hospitality,TTM,Travel and Tourism Management,14
2022,0,No College Designated,0,Non-Degree Seeking,224
2022,0,No College Designated,PUND,Prep External,20
2022,AA,Academic Affairs,CWS,Certificate-Water Studies,1
2022,BU,College of Business,ACC,Accounting,435
2022,BU,College of Business,ACCO,Accounting,23
2022,BU,College of Business,BIO,Biology,1
2022,BU,College of Business,BIT,Business Intelligence,196
2022,BU,College of Business,BITO,Business Intelligence,32
2022,BU,College of Business,BNK,Banking,19
2022,BU,College of Business,BNKO,Banking,6
2022,BU,College of Business,BSBA,Business Administration,37
2022,BU,College of Business,CIN,Computer Information Systems,253
2022,BU,College of Business,ECO,Economics,46
2022,BU,College of Business,ENT,Entrepreneurship,198
2022,BU,College of Business,FERA,Fire & Emergency Response Adm,1
2022,BU,College of Business,FIN,Finance,342
2022,BU,College of Business,GBS,Global Business Studies,32
2022,BU,College of Business,HR,Human Resource Management,16
2022,BU,College of Business,IBM,International Business,117
2022,BU,College of Business,IDP,Individualized Degree Program,2
2022,BU,College of Business,MGT,Management,490
2022,BU,College of Business,MGTO,Management,53
2022,BU,College of Business,MKT,Marketing,347
2022,BU,College of Business,MKTO,Marketing,34
2022,BU,College of Business,PCBP,PCert-Business Pathways,4
2022,BU,College of Business,PCDM,PCert-Digital Marketing,1
2022,BU,College of Business,PCEP,PCert-Entrepreneurship,7
2022,BU,College of Business,PCFP,PCert-Personal Financial Plan,1
2022,BU,College of Business,PSBA,Professional Selling,15
2022,BU,College of Business,PSBO,Professional Selling,1
2022,ED,School of Education,EDU,Elementary Education,271
2022,ED,School of Education,ELCE,Early Childhood Education,157
2022,ED,School of Education,IDP,Individualized Degree Program,5
2022,ED,School of Education,LECE,Licensure-Early Childhood Educ,6
2022,ED,School of Education,LEDS,Licensure-Secondary Education,27
2022,ED,School of Education,LEED,Licensure-Elementary Education,1
2022,ED,School of Education,LK12,Licensure-K-12 Education,6
2022,ED,School of Education,LSPL,Licensure-Special Education,1
2022,ED,School of Education,LTIR,Licensure-Teacher in Residence,76
2022,ED,School of Education,PALP,SOE Applicant-ALP,2
2022,ED,School of Education,PCIP,PCert-Instructional Technology,2
2022,ED,School of Education,PCIT,PCert-Instructional Technology,1
2022,ED,School of Education,PCLD,PCert-BilingEdSpecSchlEducator,2
2022,ED,School of Education,PETE,K-12 Physical Education,47
2022,ED,School of Education,SED,Special Education,76
2022,ED,School of Education,TLK,Pre-K-12 Education,2
2022,ED,School of Education,TLS,Pre-Secondary Education,7
2022,ED,School of Education,UNED,"Education, Undeclared",55
2022,HS,College of Health & Applied Science,AAM,Aviation & Aerospace Mgt,80
2022,HS,College of Health & Applied Science,AAMO,Aviation & Aerospace Mgt,12
2022,HS,College of Health & Applied Science,AMS,Advncd Manufacturing Sciences,54
2022,HS,College of Health & Applied Science,ASC,Aviation and Aerospace Science,573
2022,HS,College of Health & Applied Science,ATP,Athletic Training,9
2022,HS,College of Health & Applied Science,CAME,Certificate-AdditiveMfgEngneer,1
2022,HS,College of Health & Applied Science,CAMG,Certificate-Airport Management,1
2022,HS,College of Health & Applied Science,CASL,Certificate-Aging Services Ldr,1
2022,HS,College of Health & Applied Science,CET,Civil Engineering Technology,136
2022,HS,College of Health & Applied Science,CHLD,Certificate-HealthDataScience,1
2022,HS,College of Health & Applied Science,CJC,Criminal Justice & Criminology,693
2022,HS,College of Health & Applied Science,CPE,Computer Engineering,121
2022,HS,College of Health & Applied Science,CPM,Construction Project Mngmt,157
2022,HS,College of Health & Applied Science,CS,Computer Science,575
2022,HS,College of Health & Applied Science,CSI,Computer Science,1
2022,HS,College of Health & Applied Science,CSME,Certificate-Engineering Mfg,2
2022,HS,College of Health & Applied Science,CYB,Cybersecurity,327
2022,HS,College of Health & Applied Science,EET,Electrical Engineering Tech,154
2022,HS,College of Health & Applied Science,EVE,Environmental Engineering,67
2022,HS,College of Health & Applied Science,EXS,Exercise Science,323
2022,HS,College of Health & Applied Science,FERA,Fire & Emergency Response Adm,68
2022,HS,College of Health & Applied Science,HCIS,Health Care Information System,18
2022,HS,College of Health & Applied Science,HCM,Health Care Management,138
2022,HS,College of Health & Applied Science,HCMO,Health Care Management,17
2022,HS,College of Health & Applied Science,HCPO,Health Care Professional Srvcs,23
2022,HS,College of Health & Applied Science,HCPS,Health Care Professional Srvcs,90
2022,HS,College of Health & Applied Science,HND,Human Nutrition - Dietetics,67
2022,HS,College of Health & Applied Science,HNS,Nutrition Science,14
2022,HS,College of Health & Applied Science,HSP,Human Services,128
2022,HS,College of Health & Applied Science,IDP,Individualized Degree Program,12
2022,HS,College of Health & Applied Science,IHC,Integrative Health Care,103
2022,HS,College of Health & Applied Science,IND,Industrial Design,159
2022,HS,College of Health & Applied Science,LSM,Lifestyle Medicine,40
2022,HS,College of Health & Applied Science,MET,Mechanical Engineering Tech,309
2022,HS,College of Health & Applied Science,NUD,Nutrition and Dietetics,80
2022,HS,College of Health & Applied Science,NUR,Nursing,102
2022,HS,College of Health & Applied Science,NURO,Nursing- BRNCO,23
2022,HS,College of Health & Applied Science,PCAL,PCert-Aging Services Leadershp,3
2022,HS,College of Health & Applied Science,PCAM,PCert-Airport Management,3
2022,HS,College of Health & Applied Science,PCAO,PCert-Airport Management,1
2022,HS,College of Health & Applied Science,PCLA,PCert-Lactation Education,1
2022,HS,College of Health & Applied Science,PCME,PCert-AddManufacturingEngineer,4
2022,HS,College of Health & Applied Science,PCNP,PCert-Nonprofit Studies,1
2022,HS,College of Health & Applied Science,PCSC,PCert-Space Commercialization,2
2022,HS,College of Health & Applied Science,PCSM,PCert-Engineering Mfg,7
2022,HS,College of Health & Applied Science,PCSS,PCert-SLHS-Leveling,6
2022,HS,College of Health & Applied Science,PCUC,PCert-Unmanned Aircraft System,17
2022,HS,College of Health & Applied Science,PNUD,Prep Master Nutrition&Dietetic,9
2022,HS,College of Health & Applied Science,PSCL,PCert-Speech-Lang Pathlgy Asst,5
2022,HS,College of Health & Applied Science,PSWK,Prep Master Social Work,1
2022,HS,College of Health & Applied Science,PUB,Public Health,22
2022,HS,College of Health & Applied Science,RECR,Recreation Professions,5
2022,HS,College of Health & Applied Science,SLH,Speech Lang & Hearing Science,6
2022,HS,College of Health & Applied Science,SLHS,"Speech, Lang, Hearing Sciences",71
2022,HS,College of Health & Applied Science,SM,Sport Management,167
2022,HS,College of Health & Applied Science,SSE,Sustainable System Engineering,10
2022,HS,College of Health & Applied Science,SWK,Social Work,149
2022,HS,College of Health & Applied Science,SWKO,Social Work,109
2022,HS,College of Health & Applied Science,UNN,Undeclared Nursing Interest,607
2022,HS,College of Health & Applied Science,UNSW,Undeclared Social Work,142
2022,LA,"College of Letters, Arts, & Sciences",AFS,Africana Studies,9
2022,LA,"College of Letters, Arts, & Sciences",ANT,Anthropology,92
2022,LA,"College of Letters, Arts, & Sciences",ANTO,Anthropology,4
2022,LA,"College of Letters, Arts, & Sciences",ART,Art,353
2022,LA,"College of Letters, Arts, & Sciences",ARTE,Art Education,20
2022,LA,"College of Letters, Arts, & Sciences",ARTH,"ArtHistory,Theory&Criticism",26
2022,LA,"College of Letters, Arts, & Sciences",BCHM,Biochemistry,109
2022,LA,"College of Letters, Arts, & Sciences",BIO,Biology,707
2022,LA,"College of Letters, Arts, & Sciences",BJRN,Broadcast Journalism,51
2022,LA,"College of Letters, Arts, & Sciences",CDES,Communication Design,27
2022,LA,"College of Letters, Arts, & Sciences",CGIS,Certificate-Geographic Info Sy,2
2022,LA,"College of Letters, Arts, & Sciences",CHE,Chemistry,91
2022,LA,"College of Letters, Arts, & Sciences",CHS,Chicano Studies,27
2022,LA,"College of Letters, Arts, & Sciences",COMS,Communication Studies,182
2022,HS,College of Health & Applied Science,CS,Computer Science,2
2022,LA,"College of Letters, Arts, & Sciences",DANC,Dance,30
2022,LA,"College of Letters, Arts, & Sciences",EJMP,Extended Journalism&Media Prod,5
2022,LA,"College of Letters, Arts, & Sciences",ENG,English,283
2022,LA,"College of Letters, Arts, & Sciences",ENGO,English,39
2022,LA,"College of Letters, Arts, & Sciences",ENV,Environmental Science,155
2022,LA,"College of Letters, Arts, & Sciences",GEG,Geography,21
2022,LA,"College of Letters, Arts, & Sciences",GELA,Applied Geology,27
2022,LA,"College of Letters, Arts, & Sciences",GSS,Geospatial Sciences,10
2022,LA,"College of Letters, Arts, & Sciences",GWS,Gndr Women Sexualities Studies,31
2022,LA,"College of Letters, Arts, & Sciences",HDFO,Human Dev. & Family Studies,52
2022,LA,"College of Letters, Arts, & Sciences",HDFS,Human Dev. and Family Studies,124
2022,LA,"College of Letters, Arts, & Sciences",HDV,Human Development,2
2022,LA,"College of Letters, Arts, & Sciences",HIS,History,227
2022,LA,"College of Letters, Arts, & Sciences",IDP,Individualized Degree Program,21
2022,LA,"College of Letters, Arts, & Sciences",JRN,Journalism,81
2022,LA,"College of Letters, Arts, & Sciences",LIN,Linguistics,56
2022,LA,"College of Letters, Arts, & Sciences",MDL,Modern Languages,77
2022,LA,"College of Letters, Arts, & Sciences",MED,Music Education,75
2022,LA,"College of Letters, Arts, & Sciences",MPL,Media Production & Leadership,31
2022,LA,"College of Letters, Arts, & Sciences",MTH,Mathematics,93
2022,LA,"College of Letters, Arts, & Sciences",MTR,Meteorology,31
2022,LA,"College of Letters, Arts, & Sciences",MUS,Music,130
2022,LA,"College of Letters, Arts, & Sciences",PCBA,PCert-BilingualEdSpecAgency,1
2022,LA,"College of Letters, Arts, & Sciences",PCST,PCert-Spanish Translation Prog,3
2022,LA,"College of Letters, Arts, & Sciences",PHI,Philosophy,37
2022,LA,"College of Letters, Arts, & Sciences",PHY,Physics,44
2022,LA,"College of Letters, Arts, & Sciences",PR,Public Relations,23
2022,LA,"College of Letters, Arts, & Sciences",PSC,Political Science,163
2022,LA,"College of Letters, Arts, & Sciences",PSCO,Political Science,9
2022,LA,"College of Letters, Arts, & Sciences",PSY,Psychology,26
2022,LA,"College of Letters, Arts, & Sciences",PSYC,Psychology,926
2022,LA,"College of Letters, Arts, & Sciences",PSYO,Psychology,99
2022,LA,"College of Letters, Arts, & Sciences",SLH,Speech Lang & Hearing Science,1
2022,LA,"College of Letters, Arts, & Sciences",SOC,Sociology,79
2022,LA,"College of Letters, Arts, & Sciences",STA,Statistical Science,16
2022,LA,"College of Letters, Arts, & Sciences",TCM,Technical Communications,7
2022,LA,"College of Letters, Arts, & Sciences",THE,Theatre,86
2022,LA,"College of Letters, Arts, & Sciences",TWE,Technical Writing & Editing,13
2022,LA,"College of Letters, Arts, & Sciences",UND,Undeclared,795
2022,LA,"College of Letters, Arts, & Sciences",UNID,Undeclared IDP,95
2022,LA,"College of Letters, Arts, & Sciences",UNTH,Undeclared Theatre - BFA,5
2022,LA,"College of Letters, Arts, & Sciences",VP,Video Production,85
2022,LA,"College of Letters, Arts, & Sciences",WMS,Women's Studies,1
2022,HS,College of Health & Applied Science,ASC,Aviation and Aerospace Science,1
2022,HS,College of Health & Applied Science,CJC,Criminal Justice & Criminology,17
2022,HS,College of Health & Applied Science,CTRC,Certificate-Travel Consultant,1
2022,HS,College of Health & Applied Science,SLH,Speech Lang & Hearing Science,1
2022,HS,College of Health & Applied Science,SLHS,"Speech, Lang, Hearing Sciences",1
2022,HS,College of Health & Applied Science,TWE,Technical Writing & Editing,2
2022,SH,School of Hospitality,BRWO,Brewery Operations,36
2022,SH,School of Hospitality,CBPO,Craft Brewing & Pub Operations,7
2022,SH,School of Hospitality,EVTM,Event & Meeting Management,74
2022,SH,School of Hospitality,HLDR,Hospitality Leadership,94
2022,SH,School of Hospitality,HTE,"Hospitality, Tourism & Events",3
2022,SH,School of Hospitality,HTL,Hotel Management,28
2022,SH,School of Hospitality,RST,Restaurant Management,7
2022,SH,School of Hospitality,TTM,Travel and Tourism Management,5
