Major Code,Major Desc,Count,Year
CEP,Certificate-Entrepreneurship,0,2009
CEVT,Certificate-Event & Meeting Mg,0,2009
CHDS,Certificate-HealthDataScience,0,2009
CHM,Certificate-Hotel Management,0,2009
CISP,Certificate-Indiv Suprvsd Prac,0,2009
CNPS,Certificate-Nonprofit Studies,0,2009
COMS,Communication Studies,0,2009
CRM,Certificate-Restaurant Mgmt,0,2009
CSS,Certificate-SLHS-Leveling,0,2009
CST,Certificate-Span Transltn Prog,0,2009
CWC,Certificate-Wellness Coaching,0,2009
EDPB,SOE Applicant-Post-bac,0,2009
ENT,Entrepreneurship,0,2009
EVTM,Event & Meeting Management,0,2009
GBS,Global Business Studies,0,2009
GSS,Geospatial Sciences,0,2009
HCIS,Health Care Information System,0,2009
IBM,International Business,0,2009
IDPD,IDP-DIME,0,2009
MTHC,Math Masters Courses,0,2009
PACC,Prep Master Accounting,0,2009
PCEP,PCert-Entrepreneurship,0,2009
PSCL,PCert-Speech-Lang Pathlgy Asst,0,2009
PSWK,Prep Master Social Work,0,2009
PTED,Prep Master Teacher Ed,0,2009
UNSW,Undeclared Social Work,0,2009
AMS,Advncd Manufacturing Sciences,0,2009
ARTE,Art Education,0,2009
ATP,Athletic Training,0,2009
BUSM,Business Administration,0,2009
CASS,Certificate-Autsm&SgnftSupNeed,0,2009
CBPO,Craft Brewing & Pub Operations,0,2009
CPE,Computer Engineering,0,2009
CPM,Construction Project Mngmt,0,2009
CSC,Certificate-Space Commercltzn,0,2009
EVE,Environmental Engineering,0,2009
EXS,Exercise Science,0,2009
FERA,Fire & Emergency Response Adm,0,2009
GEG,Geography,0,2009
GELA,Applied Geology,0,2009
GWS,Gndr Women Sexualities Studies,0,2009
HCMM,Health Administration,0,2009
HCPS,Health Care Professional Srvcs,0,2009
HTL,Hotel Management,0,2009
NBSM,Non-Degree Business Admin,0,2009
PCBR,PCert-Brewing Science,0,2009
PCEE,PCert-Electrical EngineerTech,0,2009
PCEV,PCert-Event & Meeting Mgt,0,2009
PCFP,PCert-Personal Financial Plan,0,2009
PCGI,PCert-Geographic Info Systems,0,2009
PCHD,PCert-Health Data Science,0,2009
PCME,PCert-AddManufacturingEngineer,0,2009
PCNP,PCert-Nonprofit Studies,0,2009
PCOR,PCert-Outdoor Rec Leadership,0,2009
PCSA,PCert-Sales,0,2009
PCSS,PCert-SLHS-Leveling,0,2009
PCTM,PCert-Tourism Management,0,2009
PETE,K-12 Physical Education,0,2009
RST,Restaurant Management,0,2009
SM,Sport Management,0,2009
SSE,Sustainable System Engineering,0,2009
TTM,Travel and Tourism Management,0,2009
BJRN,Broadcast Journalism,0,2009
CWS,Certificate-Water Studies,0,2009
CYB,Cybersecurity,0,2009
DANC,Dance,0,2009
PCAM,PCert-Airport Management,0,2009
PCBA,PCert-BilingualEdSpecAgency,0,2009
PCBO,PCert-Brewery Operations,0,2009
PCCT,PCert-Corporate Travel,0,2009
PCHM,PCert-Hotel Management,0,2009
PCRM,PCert-Restaurant Management,0,2009
PCSC,PCert-Space Commercialization,0,2009
PCST,PCert-Spanish Translation Prog,0,2009
PCTR,PCert-Travel Consultant,0,2009
PUND,Prep External,0,2009
UNDM,Pre-DIME,0,2009
UNID,Undeclared IDP,0,2009
BNK,Banking,0,2009
CAME,Certificate-AdditiveMfgEngneer,0,2009
CBO,Certificate-Brewery Operations,0,2009
CHNS,Certificate-Hmn Nutrition Sci,0,2009
CIM,Computer Info Syst & Mgt Sci,0,2009
CSTM,Certificate-STEMpath Cybrscrty,0,2009
CYBM,Cybersecurity-MS,0,2009
EJMP,Extended Journalism&Media Prod,0,2009
HDFS,Human Dev. and Family Studies,0,2009
HNS,Nutrition Science,0,2009
MPL,Media Production & Leadership,0,2009
NUTM,Human Nutrition & Dietetics-MS,0,2009
PCMM,PCert-Adv Comp Matrls & Mfg,0,2009
PCSM,PCert-Engineering Mfg,0,2009
PCUA,PCert-Urban Agriculture,0,2009
PNUT,Prep Master Hmn Nutr & Dietet,0,2009
PR,Public Relations,0,2009
PSYC,Psychology,0,2009
SLHS,"Speech, Lang, Hearing Sciences",0,2009
STA,Statistical Science,0,2009
SV,Sound and Vision,0,2009
SWKO,Social Work,0,2009
SWMO,Social Work-MSW-ONL,0,2009
TWE,Technical Writing & Editing,0,2009
VP,Video Production,0,2009
AAMO,Aviation & Aerospace Mgt-ONL,0,2009
BHAM,Clinical Behavioral Health,0,2009
BIT,Business Intelligence,0,2009
CLEA,Certificate-CyberLeadership,0,2009
CNDI,Certificate-DieteticInternship,0,2009
CSME,Certificate-Engineering Mfg,0,2009
CTRC,Certificate-Travel Consultant,0,2009
ENGO,English-ONL,0,2009
HCMO,Health Care Management-ONL,0,2009
HCPO,Health Care Profess. Srvcs ONL,0,2009
HDFO,Human Dev. & Family Stud.-ONL,0,2009
HLDR,Hospitality Leadership,0,2009
LSM,Lifestyle Medicine,0,2009
MGTO,Management-ONL,0,2009
MKTO,Marketing-ONL,0,2009
NBHM,Non-Degree Clinical Behvrl Hlt,0,2009
PCHY,PCert-High Risk Youth Studies,0,2009
PCIP,PCert-Instructional Technology,0,2009
PCIT,PCert-Instructional Technology,0,2009
UNTH,Undeclared Theatre-BFA,0,2009
0,Non-Degree Seeking,300,2010
AAS,African American Studies,21,2010
ACC,Accounting,981,2010
AMG,Aviation Management,92,2010
ANT,Anthropology,167,2010
ART,Art,996,2010
ATV,Aviation Technology,376,2010
BHS,Behavioral Science,631,2010
BIO,Biology,1258,2010
CET,Civil Engineering Technology,207,2010
CFP,Certificate-Persnl Fin Planng,0,2010
CHE,Chemistry,296,2010
CHS,Chicano Studies,40,2010
CIN,Computer Information Systems,476,2010
CJC,Criminal Justice & Criminology,1170,2010
CSI,Computer Science,340,2010
ECO,Economics,131,2010
EET,Electrical Engineering Tech,245,2010
ENG,English,762,2010
ENG6,Creative Writing,0,2010
ENV,Environmental Science,313,2010
FIN,Finance,396,2010
HCM,Health Care Management,279,2010
HIS,History,671,2010
HMT,"Hospitality, Meeting & Tvl Adm",21,2010
HPS,Human Performance & Sport,686,2010
HSP,Human Services,477,2010
HSW,Human Services,0,2010
IDP,Individualized Degree Program,226,2010
IND,Industrial Design,232,2010
ITS,Industrial & Technical Studies,0,2010
JRN,Journalism,457,2010
LECE,Licensure-Early Childhood Educ,34,2010
LEDS,Licensure-Secondary Education,131,2010
LEED,Licensure-Elementary Education,166,2010
LES,Leisure Studies,0,2010
LK12,Licensure-K-12 Education,47,2010
LSPL,Licensure-Special Education,35,2010
LTIR,Licensure-Teacher in Residence,120,2010
LTLE,Licensure-General Elementary,0,2010
LTLG,Licensure-General Teacher Lic,38,2010
LUS,Land Use,142,2010
MDL,Modern Languages,228,2010
MED,Music Education,159,2010
MET,Mechanical Engineering Tech,256,2010
MGT,Management,1257,2010
MKT,Marketing,718,2010
MTH,Mathematics,266,2010
MTR,Meteorology,53,2010
MUS,Music,274,2010
NUR,Nursing,119,2010
PHI,Philosophy,98,2010
PHY,Physics,71,2010
PSC,Political Science,289,2010
PSY,Psychology,1065,2010
SOC,Sociology,175,2010
SPA,Spanish,0,2010
SPC,Speech Communication,416,2010
SUM,Surveying & Mapping,15,2010
SWK,Social Work,347,2010
TCM,Technical Communications,144,2010
TIA,Technical & Industrial Admin,0,2010
TLC,Pre-Early Childhood Education,7,2010
TLE,Pre-Elementary Education,25,2010
TLK,Pre-K-12 Education,20,2010
TLP,Pre-Special Education,7,2010
TLS,Pre-Secondary Education,22,2010
UND,Undeclared,2475,2010
UNN,Undeclared Nursing Interest,448,2010
CBF,Certificate-French Basic Comp,0,2010
CCS,Certificate-Condtiong Speclist,0,2010
CGP,Certificate-Gerontology-PrfSrv,0,2010
HDV,Human Development,414,2010
SED,Special Education,186,2010
CDA,Certificate-Database Speclist,0,2010
CEE,Certificate-Electric Engg Tech,1,2010
CSKD,Certificate-Chld-Adol Mntl Hlt,0,2010
THE,Theatre,168,2010
CBS,Certificate-Spanish Basic Comp,0,2010
CGIS,Certificate-Geographic Info Sy,0,2010
CHY,Certificate-High Risk Youth,2,2010
CMP,Certificate-Multimedia Prodctn,1,2010
CSKA,Certificate-Family Presrv Svcs,0,2010
CSKE,Certificate-Gay-Lesbian Svcs,0,2010
CGTS,Certificate-Geotechnology Syst,0,2010
CSKF,Certificate-Women's Services,1,2010
ITP,Integrative Therapeutic Pract,132,2010
CNS,Certificate-Network Spec in IS,0,2010
HTE,"Hospitality, Tourism & Events",519,2010
RECR,Recreation Professions,80,2010
CSR2,Certificate-Engr/Constr Surv,0,2010
HND,Human Nutrition-Dietetics,344,2010
ATH,Athletic Training,57,2010
CAC,Certificate-Accounting,0,2010
CCP,Certificate-Career&Prsnl Devlt,0,2010
CPD,Certificate-Public Adminstrtn,0,2010
CWE,Certificate-Tech Writng&Editng,1,2010
SLH,Speech Lang & Hearing Science,62,2010
ACCM,Professional Accountancy,16,2010
CSL,Certificate-SpcLangPathlgyAsst,1,2010
CWD,Certificate-WebDeveloprInfoSys,1,2010
TEDM,Teacher Education-MAT,31,2010
WMS,Women's Studies,5,2010
LIN,Linguistics,0,2010
NACM,Non-Degree Prof Accountancy,0,2010
NTEM,Non-Degree Teacher Education,0,2010
SWKM,Social Work-MSW,0,2010
ARTH,"ArtHistory,Theory&Criticism",0,2010
NSWM,Non-Degree Social Work,0,2010
AAM,Aviation & Aerospace Mgt,0,2010
AFS,Africana Studies,0,2010
ASC,Aviation and Aerospace Science,0,2010
CDES,Communication Design,0,2010
CS,Computer Science,0,2010
UNED,"Education, Undeclared",0,2010
BCHM,Biochemistry,0,2010
ELCE,Early Childhood Education,0,2010
IHC,Integrative Health Care,0,2010
EDU,Elementary Education,0,2010
BRWO,Brewery Operations,0,2010
BRWP,Brew Pub Operations,0,2010
CBRW,Certificate-Brewing Science,0,2010
CEM,Certificate-Events Management,0,2010
CEP,Certificate-Entrepreneurship,0,2010
CEVT,Certificate-Event & Meeting Mg,0,2010
CHDS,Certificate-HealthDataScience,0,2010
CHM,Certificate-Hotel Management,0,2010
CISP,Certificate-Indiv Suprvsd Prac,0,2010
CNPS,Certificate-Nonprofit Studies,0,2010
COMS,Communication Studies,0,2010
CRM,Certificate-Restaurant Mgmt,0,2010
CSS,Certificate-SLHS-Leveling,0,2010
CST,Certificate-Span Transltn Prog,0,2010
CWC,Certificate-Wellness Coaching,0,2010
EDPB,SOE Applicant-Post-bac,0,2010
ENT,Entrepreneurship,0,2010
EVTM,Event & Meeting Management,0,2010
GBS,Global Business Studies,0,2010
GSS,Geospatial Sciences,0,2010
HCIS,Health Care Information System,0,2010
IBM,International Business,0,2010
IDPD,IDP-DIME,0,2010
MTHC,Math Masters Courses,0,2010
PACC,Prep Master Accounting,0,2010
PCEP,PCert-Entrepreneurship,0,2010
PSCL,PCert-Speech-Lang Pathlgy Asst,0,2010
PSWK,Prep Master Social Work,0,2010
PTED,Prep Master Teacher Ed,0,2010
UNSW,Undeclared Social Work,0,2010
AMS,Advncd Manufacturing Sciences,0,2010
ARTE,Art Education,0,2010
ATP,Athletic Training,0,2010
BUSM,Business Administration,0,2010
CASS,Certificate-Autsm&SgnftSupNeed,0,2010
CBPO,Craft Brewing & Pub Operations,0,2010
CPE,Computer Engineering,0,2010
CPM,Construction Project Mngmt,0,2010
CSC,Certificate-Space Commercltzn,0,2010
EVE,Environmental Engineering,0,2010
EXS,Exercise Science,0,2010
FERA,Fire & Emergency Response Adm,0,2010
GEG,Geography,0,2010
GELA,Applied Geology,0,2010
GWS,Gndr Women Sexualities Studies,0,2010
HCMM,Health Administration,0,2010
HCPS,Health Care Professional Srvcs,0,2010
HTL,Hotel Management,0,2010
NBSM,Non-Degree Business Admin,0,2010
PCBR,PCert-Brewing Science,0,2010
PCEE,PCert-Electrical EngineerTech,0,2010
PCEV,PCert-Event & Meeting Mgt,0,2010
PCFP,PCert-Personal Financial Plan,0,2010
PCGI,PCert-Geographic Info Systems,0,2010
PCHD,PCert-Health Data Science,0,2010
PCME,PCert-AddManufacturingEngineer,0,2010
PCNP,PCert-Nonprofit Studies,0,2010
PCOR,PCert-Outdoor Rec Leadership,0,2010
PCSA,PCert-Sales,0,2010
PCSS,PCert-SLHS-Leveling,0,2010
PCTM,PCert-Tourism Management,0,2010
PETE,K-12 Physical Education,0,2010
RST,Restaurant Management,0,2010
SM,Sport Management,0,2010
SSE,Sustainable System Engineering,0,2010
TTM,Travel and Tourism Management,0,2010
BJRN,Broadcast Journalism,0,2010
CWS,Certificate-Water Studies,0,2010
CYB,Cybersecurity,0,2010
DANC,Dance,0,2010
PCAM,PCert-Airport Management,0,2010
PCBA,PCert-BilingualEdSpecAgency,0,2010
PCBO,PCert-Brewery Operations,0,2010
PCCT,PCert-Corporate Travel,0,2010
PCHM,PCert-Hotel Management,0,2010
PCRM,PCert-Restaurant Management,0,2010
PCSC,PCert-Space Commercialization,0,2010
PCST,PCert-Spanish Translation Prog,0,2010
PCTR,PCert-Travel Consultant,0,2010
PUND,Prep External,0,2010
UNDM,Pre-DIME,0,2010
UNID,Undeclared IDP,0,2010
BNK,Banking,0,2010
CAME,Certificate-AdditiveMfgEngneer,0,2010
CBO,Certificate-Brewery Operations,0,2010
CHNS,Certificate-Hmn Nutrition Sci,0,2010
CIM,Computer Info Syst & Mgt Sci,0,2010
CSTM,Certificate-STEMpath Cybrscrty,0,2010
CYBM,Cybersecurity-MS,0,2010
EJMP,Extended Journalism&Media Prod,0,2010
HDFS,Human Dev. and Family Studies,0,2010
HNS,Nutrition Science,0,2010
MPL,Media Production & Leadership,0,2010
NUTM,Human Nutrition & Dietetics-MS,0,2010
PCMM,PCert-Adv Comp Matrls & Mfg,0,2010
PCSM,PCert-Engineering Mfg,0,2010
PCUA,PCert-Urban Agriculture,0,2010
PNUT,Prep Master Hmn Nutr & Dietet,0,2010
PR,Public Relations,0,2010
PSYC,Psychology,0,2010
SLHS,"Speech, Lang, Hearing Sciences",0,2010
STA,Statistical Science,0,2010
SV,Sound and Vision,0,2010
SWKO,Social Work,0,2010
SWMO,Social Work-MSW-ONL,0,2010
TWE,Technical Writing & Editing,0,2010
VP,Video Production,0,2010
AAMO,Aviation & Aerospace Mgt-ONL,0,2010
BHAM,Clinical Behavioral Health,0,2010
BIT,Business Intelligence,0,2010
CLEA,Certificate-CyberLeadership,0,2010
CNDI,Certificate-DieteticInternship,0,2010
CSME,Certificate-Engineering Mfg,0,2010
CTRC,Certificate-Travel Consultant,0,2010
ENGO,English-ONL,0,2010
HCMO,Health Care Management-ONL,0,2010
HCPO,Health Care Profess. Srvcs ONL,0,2010
HDFO,Human Dev. & Family Stud.-ONL,0,2010
HLDR,Hospitality Leadership,0,2010
LSM,Lifestyle Medicine,0,2010
MGTO,Management-ONL,0,2010
MKTO,Marketing-ONL,0,2010
NBHM,Non-Degree Clinical Behvrl Hlt,0,2010
PCHY,PCert-High Risk Youth Studies,0,2010
PCIP,PCert-Instructional Technology,0,2010
PCIT,PCert-Instructional Technology,0,2010
UNTH,Undeclared Theatre-BFA,0,2010
0,Non-Degree Seeking,261,2011
AAS,African American Studies,17,2011
ACC,Accounting,896,2011
AMG,Aviation Management,94,2011
ANT,Anthropology,174,2011
ART,Art,972,2011
ATV,Aviation Technology,410,2011
BHS,Behavioral Science,563,2011
BIO,Biology,1375,2011
CET,Civil Engineering Technology,197,2011
CFP,Certificate-Persnl Fin Planng,1,2011
CHE,Chemistry,312,2011
CHS,Chicano Studies,36,2011
CIN,Computer Information Systems,438,2011
CJC,Criminal Justice & Criminology,1274,2011
CSI,Computer Science,356,2011
ECO,Economics,124,2011
EET,Electrical Engineering Tech,225,2011
ENG,English,691,2011
ENG6,Creative Writing,0,2011
ENV,Environmental Science,351,2011
FIN,Finance,375,2011
HCM,Health Care Management,284,2011
HIS,History,626,2011
HMT,"Hospitality, Meeting & Tvl Adm",10,2011
HPS,Human Performance & Sport,655,2011
HSP,Human Services,505,2011
HSW,Human Services,0,2011
IDP,Individualized Degree Program,235,2011
IND,Industrial Design,250,2011
ITS,Industrial & Technical Studies,0,2011
JRN,Journalism,397,2011
LECE,Licensure-Early Childhood Educ,29,2011
LEDS,Licensure-Secondary Education,112,2011
LEED,Licensure-Elementary Education,118,2011
LES,Leisure Studies,0,2011
LK12,Licensure-K-12 Education,43,2011
LSPL,Licensure-Special Education,41,2011
LTIR,Licensure-Teacher in Residence,119,2011
LTLE,Licensure-General Elementary,0,2011
LTLG,Licensure-General Teacher Lic,39,2011
LUS,Land Use,141,2011
MDL,Modern Languages,223,2011
MED,Music Education,136,2011
MET,Mechanical Engineering Tech,259,2011
MGT,Management,1244,2011
MKT,Marketing,693,2011
MTH,Mathematics,242,2011
MTR,Meteorology,58,2011
MUS,Music,264,2011
NUR,Nursing,113,2011
PHI,Philosophy,91,2011
PHY,Physics,77,2011
PSC,Political Science,259,2011
PSY,Psychology,1089,2011
SOC,Sociology,174,2011
SPA,Spanish,0,2011
SPC,Speech Communication,349,2011
SUM,Surveying & Mapping,10,2011
SWK,Social Work,374,2011
TCM,Technical Communications,173,2011
TIA,Technical & Industrial Admin,0,2011
TLC,Pre-Early Childhood Education,5,2011
TLE,Pre-Elementary Education,5,2011
TLK,Pre-K-12 Education,10,2011
TLP,Pre-Special Education,4,2011
TLS,Pre-Secondary Education,12,2011
UND,Undeclared,2090,2011
UNN,Undeclared Nursing Interest,489,2011
CBF,Certificate-French Basic Comp,0,2011
CCS,Certificate-Condtiong Speclist,0,2011
CGP,Certificate-Gerontology-PrfSrv,0,2011
HDV,Human Development,480,2011
SED,Special Education,196,2011
CDA,Certificate-Database Speclist,0,2011
CEE,Certificate-Electric Engg Tech,1,2011
CSKD,Certificate-Chld-Adol Mntl Hlt,0,2011
THE,Theatre,160,2011
CBS,Certificate-Spanish Basic Comp,0,2011
CGIS,Certificate-Geographic Info Sy,0,2011
CHY,Certificate-High Risk Youth,0,2011
CMP,Certificate-Multimedia Prodctn,0,2011
CSKA,Certificate-Family Presrv Svcs,0,2011
CSKE,Certificate-Gay-Lesbian Svcs,0,2011
CGTS,Certificate-Geotechnology Syst,0,2011
CSKF,Certificate-Women's Services,0,2011
ITP,Integrative Therapeutic Pract,147,2011
CNS,Certificate-Network Spec in IS,0,2011
HTE,"Hospitality, Tourism & Events",590,2011
RECR,Recreation Professions,83,2011
CSR2,Certificate-Engr/Constr Surv,0,2011
HND,Human Nutrition-Dietetics,425,2011
ATH,Athletic Training,114,2011
CAC,Certificate-Accounting,8,2011
CCP,Certificate-Career&Prsnl Devlt,0,2011
CPD,Certificate-Public Adminstrtn,0,2011
CWE,Certificate-Tech Writng&Editng,1,2011
SLH,Speech Lang & Hearing Science,94,2011
ACCM,Professional Accountancy,52,2011
CSL,Certificate-SpcLangPathlgyAsst,1,2011
CWD,Certificate-WebDeveloprInfoSys,0,2011
TEDM,Teacher Education-MAT,72,2011
WMS,Women's Studies,19,2011
LIN,Linguistics,10,2011
NACM,Non-Degree Prof Accountancy,4,2011
NTEM,Non-Degree Teacher Education,9,2011
SWKM,Social Work-MSW,114,2011
ARTH,"ArtHistory,Theory&Criticism",0,2011
NSWM,Non-Degree Social Work,0,2011
AAM,Aviation & Aerospace Mgt,0,2011
AFS,Africana Studies,0,2011
ASC,Aviation and Aerospace Science,0,2011
CDES,Communication Design,0,2011
CS,Computer Science,0,2011
UNED,"Education, Undeclared",0,2011
BCHM,Biochemistry,0,2011
ELCE,Early Childhood Education,0,2011
IHC,Integrative Health Care,0,2011
EDU,Elementary Education,0,2011
BRWO,Brewery Operations,0,2011
BRWP,Brew Pub Operations,0,2011
CBRW,Certificate-Brewing Science,0,2011
CEM,Certificate-Events Management,0,2011
CEP,Certificate-Entrepreneurship,0,2011
CEVT,Certificate-Event & Meeting Mg,0,2011
CHDS,Certificate-HealthDataScience,0,2011
CHM,Certificate-Hotel Management,0,2011
CISP,Certificate-Indiv Suprvsd Prac,0,2011
CNPS,Certificate-Nonprofit Studies,0,2011
COMS,Communication Studies,0,2011
CRM,Certificate-Restaurant Mgmt,0,2011
CSS,Certificate-SLHS-Leveling,0,2011
CST,Certificate-Span Transltn Prog,0,2011
CWC,Certificate-Wellness Coaching,0,2011
EDPB,SOE Applicant-Post-bac,0,2011
ENT,Entrepreneurship,0,2011
EVTM,Event & Meeting Management,0,2011
GBS,Global Business Studies,0,2011
GSS,Geospatial Sciences,0,2011
HCIS,Health Care Information System,0,2011
IBM,International Business,0,2011
IDPD,IDP-DIME,0,2011
MTHC,Math Masters Courses,0,2011
PACC,Prep Master Accounting,0,2011
PCEP,PCert-Entrepreneurship,0,2011
PSCL,PCert-Speech-Lang Pathlgy Asst,0,2011
PSWK,Prep Master Social Work,0,2011
PTED,Prep Master Teacher Ed,0,2011
UNSW,Undeclared Social Work,0,2011
AMS,Advncd Manufacturing Sciences,0,2011
ARTE,Art Education,0,2011
ATP,Athletic Training,0,2011
BUSM,Business Administration,0,2011
CASS,Certificate-Autsm&SgnftSupNeed,0,2011
CBPO,Craft Brewing & Pub Operations,0,2011
CPE,Computer Engineering,0,2011
CPM,Construction Project Mngmt,0,2011
CSC,Certificate-Space Commercltzn,0,2011
EVE,Environmental Engineering,0,2011
EXS,Exercise Science,0,2011
FERA,Fire & Emergency Response Adm,0,2011
GEG,Geography,0,2011
GELA,Applied Geology,0,2011
GWS,Gndr Women Sexualities Studies,0,2011
HCMM,Health Administration,0,2011
HCPS,Health Care Professional Srvcs,0,2011
HTL,Hotel Management,0,2011
NBSM,Non-Degree Business Admin,0,2011
PCBR,PCert-Brewing Science,0,2011
PCEE,PCert-Electrical EngineerTech,0,2011
PCEV,PCert-Event & Meeting Mgt,0,2011
PCFP,PCert-Personal Financial Plan,0,2011
PCGI,PCert-Geographic Info Systems,0,2011
PCHD,PCert-Health Data Science,0,2011
PCME,PCert-AddManufacturingEngineer,0,2011
PCNP,PCert-Nonprofit Studies,0,2011
PCOR,PCert-Outdoor Rec Leadership,0,2011
PCSA,PCert-Sales,0,2011
PCSS,PCert-SLHS-Leveling,0,2011
PCTM,PCert-Tourism Management,0,2011
PETE,K-12 Physical Education,0,2011
RST,Restaurant Management,0,2011
SM,Sport Management,0,2011
SSE,Sustainable System Engineering,0,2011
TTM,Travel and Tourism Management,0,2011
BJRN,Broadcast Journalism,0,2011
CWS,Certificate-Water Studies,0,2011
CYB,Cybersecurity,0,2011
DANC,Dance,0,2011
PCAM,PCert-Airport Management,0,2011
PCBA,PCert-BilingualEdSpecAgency,0,2011
PCBO,PCert-Brewery Operations,0,2011
PCCT,PCert-Corporate Travel,0,2011
PCHM,PCert-Hotel Management,0,2011
PCRM,PCert-Restaurant Management,0,2011
PCSC,PCert-Space Commercialization,0,2011
PCST,PCert-Spanish Translation Prog,0,2011
PCTR,PCert-Travel Consultant,0,2011
PUND,Prep External,0,2011
UNDM,Pre-DIME,0,2011
UNID,Undeclared IDP,0,2011
BNK,Banking,0,2011
CAME,Certificate-AdditiveMfgEngneer,0,2011
CBO,Certificate-Brewery Operations,0,2011
CHNS,Certificate-Hmn Nutrition Sci,0,2011
CIM,Computer Info Syst & Mgt Sci,0,2011
CSTM,Certificate-STEMpath Cybrscrty,0,2011
CYBM,Cybersecurity-MS,0,2011
EJMP,Extended Journalism&Media Prod,0,2011
HDFS,Human Dev. and Family Studies,0,2011
HNS,Nutrition Science,0,2011
MPL,Media Production & Leadership,0,2011
NUTM,Human Nutrition & Dietetics-MS,0,2011
PCMM,PCert-Adv Comp Matrls & Mfg,0,2011
PCSM,PCert-Engineering Mfg,0,2011
PCUA,PCert-Urban Agriculture,0,2011
PNUT,Prep Master Hmn Nutr & Dietet,0,2011
PR,Public Relations,0,2011
PSYC,Psychology,0,2011
SLHS,"Speech, Lang, Hearing Sciences",0,2011
STA,Statistical Science,0,2011
SV,Sound and Vision,0,2011
SWKO,Social Work,0,2011
SWMO,Social Work-MSW-ONL,0,2011
TWE,Technical Writing & Editing,0,2011
VP,Video Production,0,2011
AAMO,Aviation & Aerospace Mgt-ONL,0,2011
BHAM,Clinical Behavioral Health,0,2011
BIT,Business Intelligence,0,2011
CLEA,Certificate-CyberLeadership,0,2011
CNDI,Certificate-DieteticInternship,0,2011
CSME,Certificate-Engineering Mfg,0,2011
CTRC,Certificate-Travel Consultant,0,2011
ENGO,English-ONL,0,2011
HCMO,Health Care Management-ONL,0,2011
HCPO,Health Care Profess. Srvcs ONL,0,2011
HDFO,Human Dev. & Family Stud.-ONL,0,2011
HLDR,Hospitality Leadership,0,2011
LSM,Lifestyle Medicine,0,2011
MGTO,Management-ONL,0,2011
MKTO,Marketing-ONL,0,2011
NBHM,Non-Degree Clinical Behvrl Hlt,0,2011
PCHY,PCert-High Risk Youth Studies,0,2011
PCIP,PCert-Instructional Technology,0,2011
PCIT,PCert-Instructional Technology,0,2011
UNTH,Undeclared Theatre-BFA,0,2011
0,Non-Degree Seeking,264,2012
AAS,African American Studies,11,2012
ACC,Accounting,880,2012
AMG,Aviation Management,86,2012
ANT,Anthropology,183,2012
ART,Art,920,2012
ATV,Aviation Technology,413,2012
BHS,Behavioral Science,493,2012
BIO,Biology,1394,2012
CET,Civil Engineering Technology,208,2012
CFP,Certificate-Persnl Fin Planng,0,2012
CHE,Chemistry,329,2012
CHS,Chicano Studies,37,2012
CIN,Computer Information Systems,441,2012
CJC,Criminal Justice & Criminology,1285,2012
CSI,Computer Science,415,2012
ECO,Economics,129,2012
EET,Electrical Engineering Tech,229,2012
ENG,English,631,2012
ENG6,Creative Writing,0,2012
ENV,Environmental Science,336,2012
FIN,Finance,352,2012
HCM,Health Care Management,267,2012
HIS,History,536,2012
HMT,"Hospitality, Meeting & Tvl Adm",2,2012
HPS,Human Performance & Sport,693,2012
HSP,Human Services,509,2012
HSW,Human Services,0,2012
IDP,Individualized Degree Program,215,2012
IND,Industrial Design,257,2012
ITS,Industrial & Technical Studies,0,2012
JRN,Journalism,362,2012
LECE,Licensure-Early Childhood Educ,25,2012
LEDS,Licensure-Secondary Education,90,2012
LEED,Licensure-Elementary Education,76,2012
LES,Leisure Studies,0,2012
LK12,Licensure-K-12 Education,38,2012
LSPL,Licensure-Special Education,28,2012
LTIR,Licensure-Teacher in Residence,91,2012
LTLE,Licensure-General Elementary,0,2012
LTLG,Licensure-General Teacher Lic,36,2012
LUS,Land Use,143,2012
MDL,Modern Languages,211,2012
MED,Music Education,118,2012
MET,Mechanical Engineering Tech,310,2012
MGT,Management,1144,2012
MKT,Marketing,681,2012
MTH,Mathematics,248,2012
MTR,Meteorology,61,2012
MUS,Music,282,2012
NUR,Nursing,183,2012
PHI,Philosophy,87,2012
PHY,Physics,88,2012
PSC,Political Science,237,2012
PSY,Psychology,1135,2012
SOC,Sociology,172,2012
SPA,Spanish,0,2012
SPC,Speech Communication,320,2012
SUM,Surveying & Mapping,5,2012
SWK,Social Work,388,2012
TCM,Technical Communications,180,2012
TIA,Technical & Industrial Admin,0,2012
TLC,Pre-Early Childhood Education,4,2012
TLE,Pre-Elementary Education,7,2012
TLK,Pre-K-12 Education,8,2012
TLP,Pre-Special Education,3,2012
TLS,Pre-Secondary Education,5,2012
UND,Undeclared,1855,2012
UNN,Undeclared Nursing Interest,428,2012
CBF,Certificate-French Basic Comp,0,2012
CCS,Certificate-Condtiong Speclist,0,2012
CGP,Certificate-Gerontology-PrfSrv,0,2012
HDV,Human Development,481,2012
SED,Special Education,194,2012
CDA,Certificate-Database Speclist,0,2012
CEE,Certificate-Electric Engg Tech,0,2012
CSKD,Certificate-Chld-Adol Mntl Hlt,0,2012
THE,Theatre,162,2012
CBS,Certificate-Spanish Basic Comp,0,2012
CGIS,Certificate-Geographic Info Sy,0,2012
CHY,Certificate-High Risk Youth,0,2012
CMP,Certificate-Multimedia Prodctn,0,2012
